timestamp,page_path,interaction_type,scroll_depth_category,request_interval_seconds,user_agent_category,has_favicon_request,requested_robots_txt,pages_per_session,error_rate,tls_version,cipher_suite_count,extension_count,alpn,sni_present,label
2026-06-27T00:05:48.216651,/login.html,rapid_request,none,0.68,bot,0,0,141,0.26,TLS1.3,5,7,http/1.1,1,bad_bot
2026-06-26T23:49:13.216651,/robots.txt,crawler_request,none,5.17,good_bot,1,1,24,0.05,TLS1.3,15,8,h2,1,good_bot
2026-06-27T01:20:26.216651,/admin,scanner_request,none,0.08,python,0,0,237,0.88,TLS1.3,4,3,http/1.1,0,scanner
2026-06-26T23:59:26.216651,/robots.txt,crawler_request,none,3.22,good_bot,1,1,27,0.04,TLS1.3,16,11,h2,1,good_bot
2026-06-27T00:09:33.216651,/wp-login.php,scanner_request,none,0.27,curl,0,0,88,0.46,TLS1.2,5,7,http/1.1,1,scanner
2026-06-27T00:20:32.216651,/login.html,rapid_request,none,0.25,python,0,0,140,0.17,TLS1.3,6,5,http/1.1,0,bad_bot
2026-06-27T01:12:41.216651,/.env,scanner_request,none,0.09,python,0,0,185,0.87,TLS1.3,3,6,http/1.1,1,scanner
2026-06-27T01:14:49.216651,/wp-login.php,scanner_request,none,0.11,script,0,0,240,0.76,TLS1.3,4,5,http/1.1,1,scanner
2026-06-26T23:23:29.216651,/sitemap.xml,crawler_request,none,3.97,good_bot,1,1,14,0.06,TLS1.3,14,14,h2,1,good_bot
2026-06-27T01:03:45.216651,/phpmyadmin,scanner_request,none,0.46,script,0,0,84,0.7,TLS1.3,6,3,http/1.1,0,scanner
2026-06-27T00:30:02.216651,/products.html,rapid_request,none,0.53,python,0,0,86,0.21,TLS1.2,7,8,http/1.1,0,bad_bot
2026-06-27T00:27:23.216651,/login.html,rapid_request,none,0.81,script,0,0,74,0.12,TLS1.2,7,8,http/1.1,1,bad_bot
2026-06-26T23:24:53.216651,/,button_click,low,18.99,normal_browser,1,0,7,0.04,TLS1.3,12,16,h2,1,human
2026-06-26T23:26:15.216651,/login.html,rapid_request,none,0.81,python,0,0,174,0.24,TLS1.2,9,3,http/1.1,0,bad_bot
2026-06-26T23:28:53.216651,/,normal_browsing,low,14.56,normal_browser,1,0,7,0.01,TLS1.3,14,10,h2,1,human
2026-06-26T23:55:53.216651,/products.html,rapid_request,none,0.78,python,0,0,150,0.33,TLS1.2,9,7,http/1.1,0,bad_bot
2026-06-26T23:23:49.216651,/products.html,page_view,low,17.36,normal_browser,1,0,7,0.02,TLS1.3,17,16,http/1.1,1,human
2026-06-27T00:14:13.216651,/sitemap.xml,crawler_request,none,3.91,good_bot,1,1,17,0.06,TLS1.3,12,11,h2,1,good_bot
2026-06-26T23:20:47.216651,/products.html,normal_browsing,high,13.73,normal_browser,1,0,7,0.02,TLS1.3,12,13,http/1.1,1,human
2026-06-27T00:28:13.216651,/products.html,rapid_request,none,0.68,python,0,0,106,0.24,TLS1.3,8,5,http/1.1,1,bad_bot
2026-06-27T00:31:59.216651,/admin,scanner_request,none,0.06,curl,0,0,174,0.75,TLS1.3,6,2,http/1.1,0,scanner
2026-06-26T23:22:02.216651,/about.html,button_click,low,19.61,normal_browser,1,0,5,0.04,TLS1.3,15,14,h2,1,human
2026-06-26T23:26:33.216651,/,button_click,low,17.03,normal_browser,1,0,5,0.04,TLS1.3,12,16,http/1.1,1,human
2026-06-27T01:09:05.216651,/.env,scanner_request,none,0.43,python,0,0,99,0.83,TLS1.2,6,4,http/1.1,1,scanner
2026-06-27T00:03:01.216651,/products.html,rapid_request,none,0.71,bot,0,0,159,0.23,TLS1.2,5,7,http/1.1,1,bad_bot
2026-06-26T23:19:45.216651,/contact.html,normal_browsing,medium,17.87,normal_browser,1,0,3,0.04,TLS1.3,17,16,h2,1,human
2026-06-26T23:22:02.216651,/about.html,button_click,low,15.78,normal_browser,1,0,2,0.01,TLS1.3,12,10,h2,1,human
2026-06-27T00:06:23.216651,/login.html,rapid_request,none,0.73,python,0,0,84,0.26,TLS1.2,4,7,http/1.1,0,bad_bot
2026-06-27T00:08:41.216651,/phpmyadmin,scanner_request,none,0.6,python,0,0,117,0.46,TLS1.3,5,6,http/1.1,0,scanner
2026-06-27T00:13:53.216651,/login.html,rapid_request,none,0.23,python,0,0,94,0.26,TLS1.3,8,7,http/1.1,0,bad_bot
2026-06-27T00:35:05.216651,/admin,scanner_request,none,0.4,python,0,0,172,0.36,TLS1.3,5,5,http/1.1,0,scanner
2026-06-27T00:21:48.216651,/wp-login.php,scanner_request,none,0.3,script,0,0,112,0.32,TLS1.2,5,6,http/1.1,0,scanner
2026-06-26T23:46:27.216651,/wp-login.php,scanner_request,none,0.36,script,0,0,100,0.34,TLS1.3,5,6,http/1.1,0,scanner
2026-06-26T23:30:50.216651,/products.html,normal_browsing,low,14.09,normal_browser,1,0,2,0.01,TLS1.3,12,14,h2,1,human
2026-06-27T00:06:02.216651,/robots.txt,crawler_request,none,1.58,good_bot,0,1,10,0.07,TLS1.3,10,14,http/1.1,1,good_bot
2026-06-27T00:29:23.216651,/phpmyadmin,scanner_request,none,0.2,python,0,0,149,0.83,TLS1.2,8,6,http/1.1,0,scanner
2026-06-26T23:19:58.216651,/,button_click,low,14.47,normal_browser,1,0,6,0.03,TLS1.3,14,13,h2,1,human
2026-06-27T00:44:05.216651,/admin,scanner_request,none,0.42,script,0,0,228,0.49,TLS1.3,8,4,http/1.1,1,scanner
2026-06-27T00:34:23.216651,/checkout.html,rapid_request,none,0.54,python,0,0,118,0.13,TLS1.2,8,3,http/1.1,1,bad_bot
2026-06-27T01:37:05.216651,/wp-login.php,scanner_request,none,0.14,curl,0,0,224,0.58,TLS1.3,3,4,http/1.1,0,scanner
2026-06-27T00:59:45.216651,/admin,scanner_request,none,0.52,script,0,0,86,0.39,TLS1.2,3,7,http/1.1,0,scanner
2026-06-26T23:19:32.216651,/,normal_browsing,medium,17.33,normal_browser,1,0,5,0.05,TLS1.3,12,16,http/1.1,1,human
2026-06-27T00:14:28.216651,/checkout.html,rapid_request,none,0.47,script,0,0,63,0.27,TLS1.2,8,6,http/1.1,1,bad_bot
2026-06-27T00:26:22.216651,/login.html,rapid_request,none,0.59,script,0,0,155,0.32,TLS1.2,5,6,http/1.1,1,bad_bot
2026-06-26T23:59:03.216651,/,page_view,medium,9.82,normal_browser,1,0,7,0.04,TLS1.3,15,11,http/1.1,1,human
2026-06-26T23:37:17.216651,/products.html,crawler_request,none,4.71,good_bot,0,1,13,0.05,TLS1.3,11,10,h2,1,good_bot
2026-06-26T23:46:05.216651,/products.html,rapid_request,none,0.5,script,0,0,78,0.33,TLS1.2,6,5,http/1.1,1,bad_bot
2026-06-26T23:33:23.216651,/contact.html,normal_browsing,high,9.6,normal_browser,1,0,6,0.04,TLS1.3,14,14,http/1.1,1,human
2026-06-26T23:18:21.216651,/products.html,normal_browsing,medium,11.25,normal_browser,1,0,6,0.0,TLS1.3,16,14,h2,1,human
2026-06-27T00:27:03.216651,/checkout.html,rapid_request,none,0.78,python,0,0,64,0.3,TLS1.3,4,8,http/1.1,1,bad_bot
2026-06-27T00:05:41.216651,/phpmyadmin,scanner_request,none,0.79,curl,0,0,173,0.6,TLS1.3,3,3,http/1.1,1,scanner
2026-06-26T23:35:03.216651,/contact.html,button_click,low,7.19,normal_browser,1,0,9,0.02,TLS1.3,12,15,http/1.1,1,human
2026-06-26T23:29:47.216651,/products.html,crawler_request,none,3.99,good_bot,0,1,20,0.03,TLS1.3,15,13,h2,1,good_bot
2026-06-26T23:41:34.216651,/products.html,button_click,high,14.09,normal_browser,1,0,10,0.01,TLS1.3,13,12,http/1.1,1,human
2026-06-27T00:18:19.216651,/login.html,rapid_request,none,0.61,python,0,0,152,0.13,TLS1.3,6,4,http/1.1,0,bad_bot
2026-06-27T00:01:05.216651,/phpmyadmin,scanner_request,none,0.42,script,0,0,88,0.34,TLS1.2,5,2,http/1.1,1,scanner
2026-06-26T23:21:23.216651,/contact.html,button_click,medium,6.11,normal_browser,1,0,10,0.04,TLS1.3,12,12,http/1.1,1,human
2026-06-26T23:56:30.216651,/sitemap.xml,crawler_request,none,5.81,good_bot,0,1,13,0.07,TLS1.3,15,11,h2,1,good_bot
2026-06-27T00:30:08.216651,/config,scanner_request,none,0.73,script,0,0,184,0.41,TLS1.2,6,7,http/1.1,0,scanner
2026-06-26T23:52:23.216651,/products.html,rapid_request,none,0.87,script,0,0,136,0.11,TLS1.2,9,8,http/1.1,1,bad_bot
2026-06-26T23:24:45.216651,/products.html,rapid_request,none,0.27,bot,0,0,119,0.35,TLS1.2,8,4,http/1.1,0,bad_bot
2026-06-26T23:22:57.216651,/contact.html,button_click,medium,15.64,normal_browser,1,0,3,0.0,TLS1.3,17,13,h2,1,human
2026-06-26T23:37:11.216651,/,normal_browsing,low,11.03,normal_browser,1,0,4,0.03,TLS1.3,18,10,http/1.1,1,human
2026-06-26T23:56:57.216651,/login.html,rapid_request,none,0.12,script,0,0,139,0.21,TLS1.2,9,6,http/1.1,0,bad_bot
2026-06-27T01:19:53.216651,/wp-login.php,scanner_request,none,0.64,script,0,0,166,0.74,TLS1.2,8,6,http/1.1,0,scanner
2026-06-26T23:20:04.216651,/about.html,normal_browsing,high,12.38,normal_browser,1,0,5,0.04,TLS1.3,15,12,h2,1,human
2026-06-27T00:55:47.216651,/config,scanner_request,none,0.55,python,0,0,193,0.7,TLS1.2,4,3,http/1.1,0,scanner
2026-06-26T23:20:29.216651,/,button_click,low,7.1,normal_browser,1,0,7,0.04,TLS1.3,14,13,http/1.1,1,human
2026-06-26T23:31:05.216651,/robots.txt,crawler_request,none,2.13,good_bot,1,1,32,0.05,TLS1.3,12,12,h2,1,good_bot
2026-06-27T00:45:45.216651,/products.html,rapid_request,none,0.27,script,0,0,163,0.22,TLS1.3,6,5,http/1.1,0,bad_bot
2026-06-26T23:36:01.216651,/contact.html,normal_browsing,low,17.06,normal_browser,1,0,4,0.01,TLS1.3,18,16,http/1.1,1,human
2026-06-27T00:31:32.216651,/login.html,rapid_request,none,0.47,script,0,0,62,0.16,TLS1.3,5,5,http/1.1,1,bad_bot
2026-06-27T00:42:35.216651,/.env,scanner_request,none,0.14,curl,0,0,198,0.9,TLS1.2,5,3,http/1.1,1,scanner
2026-06-26T23:57:38.216651,/products.html,crawler_request,none,1.81,good_bot,0,1,34,0.07,TLS1.3,12,13,h2,1,good_bot
2026-06-27T00:13:47.216651,/products.html,rapid_request,none,0.82,script,0,0,95,0.31,TLS1.3,8,6,http/1.1,1,bad_bot
2026-06-26T23:44:51.216651,/config,scanner_request,none,0.51,curl,0,0,231,0.34,TLS1.2,4,3,http/1.1,1,scanner
2026-06-27T01:08:22.216651,/config,scanner_request,none,0.22,script,0,0,88,0.57,TLS1.3,5,6,http/1.1,1,scanner
2026-06-27T00:07:26.216651,/wp-login.php,scanner_request,none,0.14,script,0,0,159,0.69,TLS1.3,3,6,http/1.1,1,scanner
2026-06-26T23:31:26.216651,/config,scanner_request,none,0.71,python,0,0,161,0.42,TLS1.2,7,6,http/1.1,1,scanner
2026-06-26T23:49:25.216651,/checkout.html,rapid_request,none,0.4,script,0,0,100,0.33,TLS1.2,8,8,http/1.1,1,bad_bot
2026-06-26T23:35:44.216651,/products.html,button_click,low,18.47,normal_browser,1,0,8,0.02,TLS1.3,13,15,http/1.1,1,human
2026-06-27T00:44:47.216651,/admin,scanner_request,none,0.76,script,0,0,211,0.61,TLS1.3,6,7,http/1.1,1,scanner
2026-06-27T00:02:53.216651,/config,scanner_request,none,0.41,script,0,0,85,0.86,TLS1.3,7,4,http/1.1,0,scanner
2026-06-27T00:21:05.216651,/config,scanner_request,none,0.55,script,0,0,126,0.41,TLS1.2,4,5,http/1.1,1,scanner
2026-06-27T00:40:53.216651,/wp-login.php,scanner_request,none,0.59,python,0,0,241,0.89,TLS1.2,8,5,http/1.1,0,scanner
2026-06-27T02:00:13.216651,/admin,scanner_request,none,0.07,script,0,0,117,0.58,TLS1.3,4,3,http/1.1,0,scanner
2026-06-27T00:56:57.216651,/wp-login.php,scanner_request,none,0.69,curl,0,0,102,0.5,TLS1.2,7,5,http/1.1,1,scanner
2026-06-27T00:03:58.216651,/sitemap.xml,crawler_request,none,2.88,good_bot,1,1,13,0.07,TLS1.3,11,13,h2,1,good_bot
2026-06-26T23:50:33.216651,/sitemap.xml,crawler_request,none,3.16,good_bot,0,1,23,0.0,TLS1.3,14,12,http/1.1,1,good_bot
2026-06-27T00:06:56.216651,/wp-login.php,scanner_request,none,0.69,script,0,0,87,0.67,TLS1.3,4,3,http/1.1,1,scanner
2026-06-27T01:13:23.216651,/products.html,rapid_request,none,0.8,script,0,0,83,0.28,TLS1.3,9,5,http/1.1,0,bad_bot
2026-06-27T00:19:09.216651,/.env,scanner_request,none,0.38,script,0,0,208,0.7,TLS1.2,8,3,http/1.1,1,scanner
2026-06-27T01:10:05.216651,/phpmyadmin,scanner_request,none,0.39,python,0,0,94,0.7,TLS1.3,7,3,http/1.1,0,scanner
2026-06-26T23:59:11.216651,/robots.txt,crawler_request,none,5.34,good_bot,0,1,16,0.04,TLS1.3,10,9,h2,1,good_bot
2026-06-27T01:05:53.216651,/config,scanner_request,none,0.1,python,0,0,249,0.38,TLS1.2,7,7,http/1.1,1,scanner
2026-06-27T00:10:53.216651,/robots.txt,crawler_request,none,3.36,good_bot,0,1,38,0.03,TLS1.3,16,12,http/1.1,1,good_bot
2026-06-26T23:25:56.216651,/about.html,page_view,low,19.12,normal_browser,1,0,2,0.03,TLS1.3,13,12,h2,1,human
2026-06-27T01:05:27.216651,/phpmyadmin,scanner_request,none,0.72,script,0,0,189,0.78,TLS1.2,6,7,http/1.1,1,scanner
2026-06-26T23:52:23.216651,/products.html,normal_browsing,high,19.35,normal_browser,1,0,5,0.02,TLS1.3,17,12,http/1.1,1,human
2026-06-26T23:50:53.216651,/checkout.html,rapid_request,none,0.89,python,0,0,175,0.11,TLS1.2,5,7,http/1.1,1,bad_bot
2026-06-27T00:06:17.216651,/config,scanner_request,none,0.59,python,0,0,203,0.31,TLS1.2,6,4,http/1.1,1,scanner
2026-06-26T23:21:52.216651,/contact.html,normal_browsing,low,14.06,normal_browser,1,0,9,0.01,TLS1.3,13,15,h2,1,human
2026-06-26T23:36:11.216651,/checkout.html,rapid_request,none,0.73,bot,0,0,132,0.2,TLS1.2,6,6,http/1.1,1,bad_bot
2026-06-27T00:06:58.216651,/login.html,rapid_request,none,0.47,python,0,0,118,0.16,TLS1.2,4,3,http/1.1,0,bad_bot
2026-06-26T23:20:20.216651,/,page_view,high,19.36,normal_browser,1,0,8,0.01,TLS1.3,18,16,h2,1,human
2026-06-27T01:08:08.216651,/phpmyadmin,scanner_request,none,0.62,script,0,0,109,0.45,TLS1.2,6,7,http/1.1,0,scanner
2026-06-26T23:31:51.216651,/checkout.html,rapid_request,none,0.57,bot,0,0,100,0.12,TLS1.3,8,6,http/1.1,0,bad_bot
2026-06-27T00:49:07.216651,/admin,scanner_request,none,0.23,python,0,0,127,0.52,TLS1.2,7,7,http/1.1,0,scanner
2026-06-27T00:00:02.216651,/wp-login.php,scanner_request,none,0.79,script,0,0,186,0.53,TLS1.2,6,6,http/1.1,0,scanner
2026-06-27T01:06:09.216651,/admin,scanner_request,none,0.74,script,0,0,239,0.85,TLS1.3,6,2,http/1.1,1,scanner
2026-06-27T00:27:29.216651,/checkout.html,rapid_request,none,0.95,python,0,0,65,0.31,TLS1.3,9,7,http/1.1,1,bad_bot
2026-06-27T01:47:44.216651,/phpmyadmin,scanner_request,none,0.68,script,0,0,198,0.4,TLS1.3,3,3,http/1.1,1,scanner
2026-06-26T23:35:23.216651,/contact.html,normal_browsing,medium,13.36,normal_browser,1,0,4,0.04,TLS1.3,14,10,http/1.1,1,human
2026-06-26T23:45:53.216651,/phpmyadmin,scanner_request,none,0.39,python,0,0,212,0.38,TLS1.2,7,3,http/1.1,1,scanner
2026-06-27T00:55:41.216651,/products.html,rapid_request,none,0.89,bot,0,0,148,0.15,TLS1.3,5,6,http/1.1,1,bad_bot
2026-06-27T01:03:37.216651,/wp-login.php,scanner_request,none,0.69,script,0,0,220,0.36,TLS1.2,4,3,http/1.1,1,scanner
2026-06-27T00:56:47.216651,/phpmyadmin,scanner_request,none,0.49,python,0,0,101,0.36,TLS1.2,4,3,http/1.1,0,scanner
2026-06-27T00:30:35.216651,/phpmyadmin,scanner_request,none,0.34,curl,0,0,106,0.74,TLS1.3,3,7,http/1.1,1,scanner
2026-06-27T00:43:03.216651,/.env,scanner_request,none,0.12,curl,0,0,211,0.53,TLS1.2,6,4,http/1.1,0,scanner
2026-06-26T23:37:03.216651,/contact.html,page_view,low,4.3,normal_browser,1,0,2,0.01,TLS1.3,16,16,h2,1,human
2026-06-26T23:42:35.216651,/login.html,rapid_request,none,0.53,python,0,0,165,0.32,TLS1.3,4,5,http/1.1,0,bad_bot
2026-06-26T23:54:31.216651,/sitemap.xml,crawler_request,none,4.83,good_bot,1,1,19,0.07,TLS1.3,12,11,h2,1,good_bot
2026-06-26T23:23:04.216651,/sitemap.xml,crawler_request,none,4.79,good_bot,1,1,15,0.02,TLS1.3,13,10,http/1.1,1,good_bot
2026-06-26T23:36:41.216651,/products.html,page_view,medium,15.26,normal_browser,1,0,4,0.04,TLS1.3,15,12,h2,1,human
2026-06-26T23:24:09.216651,/products.html,page_view,low,13.56,normal_browser,1,0,6,0.04,TLS1.3,13,12,http/1.1,1,human
2026-06-27T00:10:23.216651,/products.html,rapid_request,none,0.15,python,0,0,91,0.15,TLS1.3,4,3,http/1.1,1,bad_bot
2026-06-27T00:17:13.216651,/wp-login.php,scanner_request,none,0.74,script,0,0,106,0.54,TLS1.3,6,2,http/1.1,1,scanner
2026-06-27T01:22:32.216651,/phpmyadmin,scanner_request,none,0.28,curl,0,0,89,0.42,TLS1.3,4,2,http/1.1,0,scanner
2026-06-27T00:51:37.216651,/wp-login.php,scanner_request,none,0.63,python,0,0,125,0.35,TLS1.2,8,2,http/1.1,0,scanner
2026-06-26T23:46:05.216651,/checkout.html,rapid_request,none,0.98,script,0,0,175,0.14,TLS1.2,9,4,http/1.1,1,bad_bot
2026-06-26T23:18:32.216651,/,normal_browsing,low,7.93,normal_browser,1,0,7,0.03,TLS1.3,17,16,http/1.1,1,human
2026-06-27T00:02:29.216651,/wp-login.php,scanner_request,none,0.39,python,0,0,115,0.69,TLS1.2,7,6,http/1.1,1,scanner
2026-06-27T00:16:05.216651,/checkout.html,rapid_request,none,0.7,bot,0,0,134,0.17,TLS1.2,6,5,http/1.1,0,bad_bot
2026-06-26T23:28:56.216651,/products.html,rapid_request,none,0.64,script,0,0,142,0.18,TLS1.2,9,3,http/1.1,0,bad_bot
2026-06-26T23:27:37.216651,/about.html,button_click,medium,11.05,normal_browser,1,0,3,0.01,TLS1.3,17,12,http/1.1,1,human
2026-06-27T00:12:09.216651,/.env,scanner_request,none,0.1,python,0,0,162,0.79,TLS1.3,5,4,http/1.1,0,scanner
2026-06-26T23:58:13.216651,/products.html,rapid_request,none,0.59,bot,0,0,141,0.21,TLS1.2,7,6,http/1.1,0,bad_bot
2026-06-27T00:46:41.216651,/checkout.html,rapid_request,none,0.42,python,0,0,61,0.3,TLS1.2,4,3,http/1.1,1,bad_bot
2026-06-27T01:57:23.216651,/config,scanner_request,none,0.26,script,0,0,113,0.85,TLS1.3,4,2,http/1.1,1,scanner
2026-06-26T23:27:26.216651,/contact.html,button_click,high,6.92,normal_browser,1,0,10,0.01,TLS1.3,13,10,http/1.1,1,human
2026-06-27T00:09:55.216651,/login.html,rapid_request,none,0.84,script,0,0,83,0.22,TLS1.3,5,7,http/1.1,0,bad_bot
2026-06-27T00:22:43.216651,/config,scanner_request,none,0.56,python,0,0,215,0.68,TLS1.2,7,2,http/1.1,0,scanner
2026-06-26T23:32:24.216651,/wp-login.php,scanner_request,none,0.31,python,0,0,201,0.86,TLS1.2,4,5,http/1.1,0,scanner
2026-06-27T00:45:16.216651,/config,scanner_request,none,0.15,script,0,0,157,0.77,TLS1.3,4,4,http/1.1,0,scanner
2026-06-27T00:11:45.216651,/login.html,rapid_request,none,0.72,bot,0,0,113,0.21,TLS1.2,5,3,http/1.1,1,bad_bot
2026-06-26T23:32:09.216651,/contact.html,button_click,low,7.34,normal_browser,1,0,5,0.01,TLS1.3,17,13,http/1.1,1,human
2026-06-26T23:44:57.216651,/contact.html,page_view,medium,17.62,normal_browser,1,0,10,0.02,TLS1.3,17,13,http/1.1,1,human
2026-06-26T23:37:59.216651,/contact.html,button_click,low,5.27,normal_browser,1,0,6,0.04,TLS1.3,12,16,http/1.1,1,human
2026-06-26T23:23:27.216651,/sitemap.xml,crawler_request,none,4.6,good_bot,1,1,16,0.01,TLS1.3,14,13,h2,1,good_bot
2026-06-27T00:19:49.216651,/wp-login.php,scanner_request,none,0.07,python,0,0,106,0.52,TLS1.3,5,3,http/1.1,0,scanner
2026-06-27T00:34:53.216651,/login.html,rapid_request,none,0.15,python,0,0,97,0.32,TLS1.3,7,4,http/1.1,1,bad_bot
2026-06-26T23:42:41.216651,/products.html,crawler_request,none,3.93,good_bot,0,1,34,0.07,TLS1.3,14,13,h2,1,good_bot
2026-06-26T23:49:47.216651,/sitemap.xml,crawler_request,none,5.42,good_bot,0,1,30,0.03,TLS1.3,16,9,h2,1,good_bot
2026-06-27T00:21:17.216651,/checkout.html,rapid_request,none,0.69,bot,0,0,121,0.34,TLS1.3,7,5,http/1.1,1,bad_bot
2026-06-27T00:17:13.216651,/products.html,crawler_request,none,3.27,good_bot,0,1,25,0.04,TLS1.3,10,11,h2,1,good_bot
2026-06-26T23:27:55.216651,/robots.txt,crawler_request,none,2.38,good_bot,1,1,17,0.02,TLS1.3,13,14,http/1.1,1,good_bot
2026-06-26T23:59:13.216651,/contact.html,button_click,medium,3.67,normal_browser,1,0,6,0.04,TLS1.3,18,12,h2,1,human
2026-06-27T00:41:32.216651,/phpmyadmin,scanner_request,none,0.09,python,0,0,227,0.58,TLS1.2,8,5,http/1.1,1,scanner
2026-06-27T00:04:41.216651,/phpmyadmin,scanner_request,none,0.77,curl,0,0,194,0.85,TLS1.3,5,6,http/1.1,1,scanner
2026-06-26T23:32:25.216651,/products.html,button_click,low,9.99,normal_browser,1,0,5,0.01,TLS1.3,14,10,h2,1,human
2026-06-26T23:26:55.216651,/products.html,rapid_request,none,0.85,script,0,0,93,0.11,TLS1.2,7,8,http/1.1,1,bad_bot
2026-06-26T23:33:21.216651,/products.html,normal_browsing,medium,18.89,normal_browser,1,0,7,0.03,TLS1.3,12,15,http/1.1,1,human
2026-06-26T23:59:37.216651,/checkout.html,rapid_request,none,0.75,bot,0,0,99,0.18,TLS1.2,5,7,http/1.1,1,bad_bot
2026-06-27T00:49:49.216651,/admin,scanner_request,none,0.26,curl,0,0,157,0.68,TLS1.3,8,2,http/1.1,0,scanner
2026-06-26T23:40:14.216651,/checkout.html,rapid_request,none,0.35,script,0,0,102,0.32,TLS1.2,6,3,http/1.1,1,bad_bot
2026-06-26T23:41:13.216651,/products.html,crawler_request,none,3.65,good_bot,0,1,23,0.03,TLS1.3,11,12,http/1.1,1,good_bot
2026-06-26T23:30:01.216651,/products.html,crawler_request,none,2.32,good_bot,0,1,29,0.04,TLS1.3,13,8,http/1.1,1,good_bot
2026-06-26T23:25:18.216651,/contact.html,normal_browsing,medium,12.95,normal_browser,1,0,2,0.04,TLS1.3,17,12,h2,1,human
2026-06-26T23:22:05.216651,/products.html,button_click,low,14.79,normal_browser,1,0,10,0.05,TLS1.3,15,16,h2,1,human
2026-06-27T00:09:02.216651,/sitemap.xml,crawler_request,none,2.24,good_bot,0,1,15,0.03,TLS1.3,12,10,http/1.1,1,good_bot
2026-06-27T01:08:53.216651,/checkout.html,rapid_request,none,0.81,script,0,0,111,0.18,TLS1.2,6,7,http/1.1,1,bad_bot
2026-06-27T01:07:32.216651,/config,scanner_request,none,0.26,script,0,0,161,0.5,TLS1.2,4,5,http/1.1,0,scanner
2026-06-27T01:00:33.216651,/phpmyadmin,scanner_request,none,0.2,python,0,0,206,0.32,TLS1.2,7,3,http/1.1,1,scanner
2026-06-27T00:46:01.216651,/checkout.html,rapid_request,none,0.13,bot,0,0,65,0.26,TLS1.2,5,6,http/1.1,0,bad_bot
2026-06-26T23:52:33.216651,/checkout.html,rapid_request,none,0.64,bot,0,0,103,0.13,TLS1.2,6,3,http/1.1,1,bad_bot
2026-06-27T00:07:38.216651,/products.html,rapid_request,none,0.39,script,0,0,166,0.13,TLS1.2,6,4,http/1.1,0,bad_bot
2026-06-27T01:22:33.216651,/admin,scanner_request,none,0.39,script,0,0,169,0.9,TLS1.3,5,3,http/1.1,1,scanner
2026-06-26T23:18:13.216651,/about.html,page_view,low,4.59,normal_browser,1,0,3,0.03,TLS1.3,17,15,http/1.1,1,human
2026-06-27T00:14:35.216651,/products.html,crawler_request,none,1.82,good_bot,0,1,11,0.06,TLS1.3,11,9,h2,1,good_bot
